Group Number,Activity,Timestamp
421,Recheck/Compare Task Results,2022-01-18 15:59:00+00:00
421,Redo Task(s),2022-01-18 16:09:00+00:00
421,Solve tasks individually,2022-01-18 16:14:00+00:00
421,Recheck/Compare Task Results,2022-01-18 16:21:00+00:00
421,Submit results,2022-01-18 16:29:00+00:00
422,First download of assignment,2022-01-18 07:30:00+00:00
422,Revisit PM Exercise in Moodle,2022-01-18 16:18:00+00:00
422,Solve tasks individually,2022-01-18 16:34:00+00:00
422,Coordinate with Assignment Group,2022-01-18 16:43:00+00:00
422,Recheck/Compare Task Results,2022-01-18 16:44:00+00:00
422,Redo Task(s),2022-01-18 16:50:00+00:00
422,Solve tasks individually,2022-01-18 16:56:00+00:00
422,Recheck/Compare Task Results,2022-01-18 17:05:00+00:00
422,Redo Task(s),2022-01-18 17:10:00+00:00
422,Solve tasks individually,2022-01-18 17:15:00+00:00
422,Recheck/Compare Task Results,2022-01-18 17:23:00+00:00
422,Submit results,2022-01-18 17:29:00+00:00
420,First download of assignment,2022-01-18 07:30:00+00:00
420,Revisit PM Exercise in Moodle,2022-01-18 16:37:00+00:00
420,Coordinate with Assignment Group,2022-01-18 16:54:00+00:00
420,Solve tasks together,2022-01-18 17:23:00+00:00
420,Recheck/Compare Task Results,2022-01-18 17:30:00+00:00
420,Submit results,2022-01-18 17:39:00+00:00
429,First download of assignment,2022-01-18 07:30:00+00:00
429,Revisit PM Exercise in Moodle,2022-01-18 16:56:00+00:00
429,Coordinate with Assignment Group,2022-01-18 17:46:00+00:00
429,Solve tasks together,2022-01-19 08:01:00+00:00
429,Recheck/Compare Task Results,2022-01-19 08:10:00+00:00
429,Submit results,2022-01-19 08:18:00+00:00
431,First download of assignment,2022-01-18 07:30:00+00:00
431,Revisit PM Exercise in Moodle,2022-01-18 17:10:00+00:00
431,Solve tasks individually,2022-01-18 17:55:00+00:00
431,Coordinate with Assignment Group,2022-01-18 17:57:00+00:00
431,Recheck/Compare Task Results,2022-01-19 08:02:00+00:00
431,Submit results,2022-01-19 08:09:00+00:00
433,First download of assignment,2022-01-18 07:30:00+00:00
433,Revisit PM Exercise in Moodle,2022-01-18 17:13:00+00:00
433,Solve tasks together,2022-01-18 17:44:00+00:00
433,Recheck/Compare Task Results,2022-01-18 17:51:00+00:00
433,Submit results,2022-01-19 08:00:00+00:00
433,Coordinate with Assignment Group,2022-01-19 08:00:00+00:00
440,First download of assignment,2022-01-19 07:30:00+00:00
440,Revisit PM Exercise in Moodle,2022-01-19 08:24:00+00:00
440,Coordinate with Assignment Group,2022-01-19 08:39:00+00:00
440,Solve tasks together,2022-01-19 09:14:00+00:00
440,Recheck/Compare Task Results,2022-01-19 09:19:00+00:00
440,Submit results,2022-01-19 09:26:00+00:00
448,First download of assignment,2022-01-19 07:30:00+00:00
448,Revisit PM Exercise in Moodle,2022-01-19 08:46:00+00:00
448,Coordinate with Assignment Group,2022-01-19 09:14:00+00:00
448,Solve tasks individually,2022-01-19 09:24:00+00:00
448,Recheck/Compare Task Results,2022-01-19 09:29:00+00:00
448,Redo Task(s),2022-01-19 09:38:00+00:00
448,Solve tasks individually,2022-01-19 09:50:00+00:00
448,Recheck/Compare Task Results,2022-01-19 09:56:00+00:00
448,Redo Task(s),2022-01-19 10:06:00+00:00
448,Solve tasks individually,2022-01-19 10:11:00+00:00
448,Recheck/Compare Task Results,2022-01-19 10:21:00+00:00
448,Submit results,2022-01-19 10:27:00+00:00
449,First download of assignment,2022-01-19 07:30:00+00:00
449,Revisit PM Exercise in Moodle,2022-01-19 09:06:00+00:00
449,Coordinate with Assignment Group,2022-01-19 09:39:00+00:00
449,Solve tasks together,2022-01-19 10:05:00+00:00
449,Recheck/Compare Task Results,2022-01-19 10:10:00+00:00
449,Submit results,2022-01-19 10:15:00+00:00
446,First download of assignment,2022-01-19 07:30:00+00:00
446,Revisit PM Exercise in Moodle,2022-01-19 09:46:00+00:00
446,Coordinate with Assignment Group,2022-01-19 10:20:00+00:00
446,Solve tasks individually,2022-01-19 10:34:00+00:00
446,Recheck/Compare Task Results,2022-01-19 10:42:00+00:00
446,Submit results,2022-01-19 10:48:00+00:00
439,First download of assignment,2022-01-19 07:30:00+00:00
439,Revisit PM Exercise in Moodle,2022-01-19 10:00:00+00:00
439,Solve tasks together,2022-01-19 10:27:00+00:00
439,Recheck/Compare Task Results,2022-01-19 10:33:00+00:00
439,Coordinate with Assignment Group,2022-01-19 10:45:00+00:00
439,Submit results,2022-01-19 10:45:00+00:00
447,First download of assignment,2022-01-19 07:30:00+00:00
447,Revisit PM Exercise in Moodle,2022-01-19 10:37:00+00:00
447,Coordinate with Assignment Group,2022-01-19 11:01:00+00:00
447,Solve tasks together,2022-01-19 11:18:00+00:00
447,Recheck/Compare Task Results,2022-01-19 11:25:00+00:00
447,Submit results,2022-01-19 11:31:00+00:00
438,First download of assignment,2022-01-19 07:30:00+00:00
438,Revisit PM Exercise in Moodle,2022-01-19 10:41:00+00:00
438,Coordinate with Assignment Group,2022-01-19 10:58:00+00:00
438,Solve tasks individually,2022-01-19 11:15:00+00:00
438,Recheck/Compare Task Results,2022-01-19 11:21:00+00:00
438,Submit results,2022-01-19 11:29:00+00:00
442,First download of assignment,2022-01-19 07:30:00+00:00
442,Revisit PM Exercise in Moodle,2022-01-19 11:10:00+00:00
442,Coordinate with Assignment Group,2022-01-19 11:45:00+00:00
442,Solve tasks together,2022-01-19 13:08:00+00:00
442,Recheck/Compare Task Results,2022-01-19 13:14:00+00:00
442,Submit results,2022-01-19 13:22:00+00:00
436,First download of assignment,2022-01-19 07:30:00+00:00
436,Revisit PM Exercise in Moodle,2022-01-19 11:13:00+00:00
436,Solve tasks together,2022-01-19 11:39:00+00:00
436,Recheck/Compare Task Results,2022-01-19 11:47:00+00:00
436,Submit results,2022-01-19 11:59:00+00:00
436,Coordinate with Assignment Group,2022-01-19 11:59:00+00:00
456,First download of assignment,2022-01-19 07:30:00+00:00
456,Revisit PM Exercise in Moodle,2022-01-19 11:54:00+00:00
456,Coordinate with Assignment Group,2022-01-19 13:12:00+00:00
456,Solve tasks together,2022-01-19 14:06:00+00:00
456,Recheck/Compare Task Results,2022-01-19 14:12:00+00:00
456,Submit results,2022-01-19 14:20:00+00:00
445,First download of assignment,2022-01-19 07:30:00+00:00
445,Revisit PM Exercise in Moodle,2022-01-19 11:59:00+00:00
445,Solve tasks together,2022-01-19 13:27:00+00:00
445,Recheck/Compare Task Results,2022-01-19 13:35:00+00:00
445,Coordinate with Assignment Group,2022-01-19 13:39:00+00:00
445,Submit results,2022-01-19 13:43:00+00:00
443,First download of assignment,2022-01-19 07:30:00+00:00
443,Revisit PM Exercise in Moodle,2022-01-19 13:22:00+00:00
443,Coordinate with Assignment Group,2022-01-19 13:42:00+00:00
443,Solve tasks individually,2022-01-19 13:49:00+00:00
443,Recheck/Compare Task Results,2022-01-19 13:59:00+00:00
443,Submit results,2022-01-19 14:04:00+00:00
451,First download of assignment,2022-01-19 07:30:00+00:00
451,Revisit PM Exercise in Moodle,2022-01-19 13:38:00+00:00
451,Solve tasks together,2022-01-19 14:18:00+00:00
451,Coordinate with Assignment Group,2022-01-19 14:20:00+00:00
451,Recheck/Compare Task Results,2022-01-19 14:27:00+00:00
451,Submit results,2022-01-19 14:32:00+00:00
444,First download of assignment,2022-01-19 07:30:00+00:00
444,Revisit PM Exercise in Moodle,2022-01-19 13:40:00+00:00
444,Solve tasks together,2022-01-19 13:52:00+00:00
444,Recheck/Compare Task Results,2022-01-19 14:00:00+00:00
444,Submit results,2022-01-19 14:29:00+00:00
444,Coordinate with Assignment Group,2022-01-19 14:29:00+00:00
457,First download of assignment,2022-01-19 07:30:00+00:00
457,Revisit PM Exercise in Moodle,2022-01-19 14:29:00+00:00
457,Solve tasks together,2022-01-19 14:44:00+00:00
457,Coordinate with Assignment Group,2022-01-19 14:53:00+00:00
457,Recheck/Compare Task Results,2022-01-19 14:54:00+00:00
457,Submit results,2022-01-19 15:02:00+00:00
452,First download of assignment,2022-01-19 07:30:00+00:00
452,Revisit PM Exercise in Moodle,2022-01-19 15:00:00+00:00
452,Coordinate with Assignment Group,2022-01-19 15:31:00+00:00
452,Solve tasks individually,2022-01-19 15:32:00+00:00
452,Recheck/Compare Task Results,2022-01-19 15:40:00+00:00
452,Submit results,2022-01-19 15:49:00+00:00
455,First download of assignment,2022-01-19 07:30:00+00:00
455,Revisit PM Exercise in Moodle,2022-01-19 16:55:00+00:00
455,Solve tasks individually,2022-01-19 17:10:00+00:00
455,Recheck/Compare Task Results,2022-01-19 17:18:00+00:00
455,Coordinate with Assignment Group,2022-01-19 17:18:00+00:00
455,Redo Task(s),2022-01-19 17:23:00+00:00
455,Solve tasks individually,2022-01-19 17:29:00+00:00
455,Recheck/Compare Task Results,2022-01-19 17:34:00+00:00
455,Redo Task(s),2022-01-19 17:39:00+00:00
455,Solve tasks individually,2022-01-19 17:46:00+00:00
455,Recheck/Compare Task Results,2022-01-19 17:55:00+00:00
455,Submit results,2022-01-20 08:03:00+00:00
437,First download of assignment,2022-01-19 07:30:00+00:00
437,Revisit PM Exercise in Moodle,2022-01-19 17:03:00+00:00
437,Solve tasks individually,2022-01-19 17:28:00+00:00
437,Recheck/Compare Task Results,2022-01-19 17:33:00+00:00
437,Coordinate with Assignment Group,2022-01-19 17:45:00+00:00
437,Submit results,2022-01-19 17:45:00+00:00
441,First download of assignment,2022-01-19 07:30:00+00:00
441,Revisit PM Exercise in Moodle,2022-01-19 17:10:00+00:00
441,Solve tasks individually,2022-01-19 17:43:00+00:00
441,Recheck/Compare Task Results,2022-01-19 17:49:00+00:00
441,Submit results,2022-01-19 17:58:00+00:00
441,Coordinate with Assignment Group,2022-01-19 17:58:00+00:00
454,First download of assignment,2022-01-19 07:30:00+00:00
454,Revisit PM Exercise in Moodle,2022-01-19 17:25:00+00:00
454,Coordinate with Assignment Group,2022-01-19 17:48:00+00:00
454,Solve tasks individually,2022-01-19 17:56:00+00:00
454,Recheck/Compare Task Results,2022-01-20 08:04:00+00:00
454,Redo Task(s),2022-01-20 08:13:00+00:00
454,Solve tasks individually,2022-01-20 08:32:00+00:00
454,Recheck/Compare Task Results,2022-01-20 08:38:00+00:00
454,Submit results,2022-01-20 08:48:00+00:00
450,First download of assignment,2022-01-19 07:30:00+00:00
450,Revisit PM Exercise in Moodle,2022-01-19 17:31:00+00:00
450,Solve tasks individually,2022-01-19 17:55:00+00:00
450,Recheck/Compare Task Results,2022-01-20 08:01:00+00:00
450,Coordinate with Assignment Group,2022-01-20 08:10:00+00:00
450,Submit results,2022-01-20 08:10:00+00:00
453,First download of assignment,2022-01-19 07:30:00+00:00
453,Revisit PM Exercise in Moodle,2022-01-19 17:43:00+00:00
453,Solve tasks individually,2022-01-19 17:53:00+00:00
453,Recheck/Compare Task Results,2022-01-19 17:59:00+00:00
453,Redo Task(s),2022-01-20 08:08:00+00:00
453,Coordinate with Assignment Group,2022-01-20 08:14:00+00:00
453,Solve tasks individually,2022-01-20 08:15:00+00:00
453,Recheck/Compare Task Results,2022-01-20 08:25:00+00:00
453,Redo Task(s),2022-01-20 08:32:00+00:00
453,Solve tasks individually,2022-01-20 08:50:00+00:00
453,Recheck/Compare Task Results,2022-01-20 08:56:00+00:00
453,Submit results,2022-01-20 09:02:00+00:00
474,First download of assignment,2022-01-20 07:30:00+00:00
474,Revisit PM Exercise in Moodle,2022-01-20 09:04:00+00:00
474,Solve tasks individually,2022-01-20 09:18:00+00:00
474,Coordinate with Assignment Group,2022-01-20 09:21:00+00:00
474,Recheck/Compare Task Results,2022-01-20 09:26:00+00:00
474,Submit results,2022-01-20 09:35:00+00:00
475,First download of assignment,2022-01-20 07:30:00+00:00
475,Revisit PM Exercise in Moodle,2022-01-20 09:32:00+00:00
475,Solve tasks individually,2022-01-20 09:50:00+00:00
475,Recheck/Compare Task Results,2022-01-20 09:57:00+00:00
475,Coordinate with Assignment Group,2022-01-20 10:02:00+00:00
475,Redo Task(s),2022-01-20 10:05:00+00:00
475,Solve tasks individually,2022-01-20 10:15:00+00:00
475,Recheck/Compare Task Results,2022-01-20 10:25:00+00:00
475,Submit results,2022-01-20 10:32:00+00:00
459,First download of assignment,2022-01-20 07:30:00+00:00
459,Revisit PM Exercise in Moodle,2022-01-20 09:41:00+00:00
459,Coordinate with Assignment Group,2022-01-20 10:03:00+00:00
459,Solve tasks together,2022-01-20 10:19:00+00:00
459,Recheck/Compare Task Results,2022-01-20 10:28:00+00:00
459,Submit results,2022-01-20 10:33:00+00:00
458,First download of assignment,2022-01-20 07:30:00+00:00
458,Revisit PM Exercise in Moodle,2022-01-20 10:05:00+00:00
458,Coordinate with Assignment Group,2022-01-20 10:39:00+00:00
458,Solve tasks individually,2022-01-20 10:44:00+00:00
458,Recheck/Compare Task Results,2022-01-20 10:50:00+00:00
458,Submit results,2022-01-20 10:58:00+00:00
468,First download of assignment,2022-01-20 07:30:00+00:00
468,Revisit PM Exercise in Moodle,2022-01-20 10:54:00+00:00
468,Solve tasks together,2022-01-20 11:16:00+00:00
468,Recheck/Compare Task Results,2022-01-20 11:21:00+00:00
468,Coordinate with Assignment Group,2022-01-20 11:23:00+00:00
468,Submit results,2022-01-20 11:27:00+00:00
464,First download of assignment,2022-01-20 07:30:00+00:00
464,Revisit PM Exercise in Moodle,2022-01-20 11:16:00+00:00
464,Coordinate with Assignment Group,2022-01-20 11:49:00+00:00
464,Solve tasks together,2022-01-20 11:56:00+00:00
464,Recheck/Compare Task Results,2022-01-20 13:06:00+00:00
464,Submit results,2022-01-20 13:12:00+00:00
462,First download of assignment,2022-01-20 07:30:00+00:00
462,Revisit PM Exercise in Moodle,2022-01-20 11:40:00+00:00
462,Coordinate with Assignment Group,2022-01-20 13:11:00+00:00
462,Solve tasks together,2022-01-20 13:15:00+00:00
462,Recheck/Compare Task Results,2022-01-20 13:24:00+00:00
462,Submit results,2022-01-20 13:31:00+00:00
466,First download of assignment,2022-01-20 07:30:00+00:00
466,Revisit PM Exercise in Moodle,2022-01-20 13:46:00+00:00
466,Coordinate with Assignment Group,2022-01-20 14:09:00+00:00
466,Solve tasks together,2022-01-20 14:11:00+00:00
466,Recheck/Compare Task Results,2022-01-20 14:20:00+00:00
466,Submit results,2022-01-20 14:30:00+00:00
469,First download of assignment,2022-01-20 07:30:00+00:00
469,Revisit PM Exercise in Moodle,2022-01-20 13:43:00+00:00
469,Coordinate with Assignment Group,2022-01-20 14:15:00+00:00
469,Solve tasks together,2022-01-20 14:39:00+00:00
469,Recheck/Compare Task Results,2022-01-20 14:47:00+00:00
469,Submit results,2022-01-20 14:56:00+00:00
472,First download of assignment,2022-01-20 07:30:00+00:00
472,Revisit PM Exercise in Moodle,2022-01-20 14:11:00+00:00
472,Coordinate with Assignment Group,2022-01-20 14:28:00+00:00
472,Solve tasks together,2022-01-20 14:34:00+00:00
472,Recheck/Compare Task Results,2022-01-20 14:43:00+00:00
472,Submit results,2022-01-20 14:52:00+00:00
460,First download of assignment,2022-01-20 07:30:00+00:00
460,Revisit PM Exercise in Moodle,2022-01-20 14:24:00+00:00
460,Solve tasks individually,2022-01-20 14:54:00+00:00
460,Coordinate with Assignment Group,2022-01-20 14:54:00+00:00
460,Recheck/Compare Task Results,2022-01-20 15:04:00+00:00
460,Submit results,2022-01-20 15:09:00+00:00
471,First download of assignment,2022-01-20 07:30:00+00:00
471,Revisit PM Exercise in Moodle,2022-01-20 15:49:00+00:00
471,Coordinate with Assignment Group,2022-01-20 16:10:00+00:00
471,Solve tasks individually,2022-01-20 16:18:00+00:00
471,Recheck/Compare Task Results,2022-01-20 16:23:00+00:00
471,Submit results,2022-01-20 16:33:00+00:00
465,First download of assignment,2022-01-20 07:30:00+00:00
465,Revisit PM Exercise in Moodle,2022-01-20 15:58:00+00:00
465,Solve tasks individually,2022-01-20 16:19:00+00:00
465,Recheck/Compare Task Results,2022-01-20 16:27:00+00:00
465,Redo Task(s),2022-01-20 16:34:00+00:00
465,Coordinate with Assignment Group,2022-01-20 16:39:00+00:00
465,Solve tasks individually,2022-01-20 16:49:00+00:00
465,Recheck/Compare Task Results,2022-01-20 16:59:00+00:00
465,Submit results,2022-01-20 17:08:00+00:00
473,First download of assignment,2022-01-20 07:30:00+00:00
473,Revisit PM Exercise in Moodle,2022-01-20 16:14:00+00:00
473,Coordinate with Assignment Group,2022-01-20 16:49:00+00:00
473,Solve tasks together,2022-01-20 17:11:00+00:00
473,Recheck/Compare Task Results,2022-01-20 17:18:00+00:00
473,Submit results,2022-01-20 17:24:00+00:00
461,First download of assignment,2022-01-20 07:30:00+00:00
461,Revisit PM Exercise in Moodle,2022-01-20 16:32:00+00:00
461,Solve tasks individually,2022-01-20 16:41:00+00:00
461,Recheck/Compare Task Results,2022-01-20 16:46:00+00:00
461,Redo Task(s),2022-01-20 16:53:00+00:00
461,Coordinate with Assignment Group,2022-01-20 16:57:00+00:00
461,Solve tasks together,2022-01-20 17:08:00+00:00
461,Recheck/Compare Task Results,2022-01-20 17:16:00+00:00
461,Submit results,2022-01-20 17:23:00+00:00
476,First download of assignment,2022-01-20 07:30:00+00:00
476,Revisit PM Exercise in Moodle,2022-01-21 17:00:00+00:00
476,Solve tasks together,2022-01-21 17:19:00+00:00
476,Recheck/Compare Task Results,2022-01-21 17:26:00+00:00
476,Coordinate with Assignment Group,2022-01-21 17:43:00+00:00
476,Submit results,2022-01-21 17:43:00+00:00
478,First download of assignment,2022-01-21 07:30:00+00:00
478,Revisit PM Exercise in Moodle,2022-01-21 17:54:00+00:00
478,Solve tasks together,2022-01-25 08:18:00+00:00
478,Recheck/Compare Task Results,2022-01-25 08:28:00+00:00
478,Coordinate with Assignment Group,2022-01-25 08:29:00+00:00
478,Submit results,2022-01-25 08:33:00+00:00
477,First download of assignment,2022-01-21 07:30:00+00:00
477,Revisit PM Exercise in Moodle,2022-01-24 18:00:00+00:00
477,Solve tasks individually,2022-01-25 08:13:00+00:00
477,Recheck/Compare Task Results,2022-01-25 08:22:00+00:00
477,Coordinate with Assignment Group,2022-01-25 08:34:00+00:00
477,Submit results,2022-01-25 08:34:00+00:00
485,First download of assignment,2022-01-25 07:30:00+00:00
485,Revisit PM Exercise in Moodle,2022-01-25 08:47:00+00:00
485,Coordinate with Assignment Group,2022-01-25 09:21:00+00:00
485,Solve tasks together,2022-01-25 09:53:00+00:00
485,Recheck/Compare Task Results,2022-01-25 10:00:00+00:00
485,Submit results,2022-01-25 10:09:00+00:00
488,First download of assignment,2022-01-25 07:30:00+00:00
488,Revisit PM Exercise in Moodle,2022-01-25 09:09:00+00:00
488,Coordinate with Assignment Group,2022-01-25 09:32:00+00:00
488,Solve tasks together,2022-01-25 09:44:00+00:00
488,Recheck/Compare Task Results,2022-01-25 09:50:00+00:00
488,Submit results,2022-01-25 09:57:00+00:00
483,First download of assignment,2022-01-25 07:30:00+00:00
483,Revisit PM Exercise in Moodle,2022-01-25 11:02:00+00:00
483,Coordinate with Assignment Group,2022-01-25 11:31:00+00:00
483,Solve tasks together,2022-01-25 11:34:00+00:00
483,Recheck/Compare Task Results,2022-01-25 11:43:00+00:00
483,Submit results,2022-01-25 11:52:00+00:00
495,First download of assignment,2022-01-25 07:30:00+00:00
495,Revisit PM Exercise in Moodle,2022-01-25 11:14:00+00:00
495,Solve tasks individually,2022-01-25 11:43:00+00:00
495,Recheck/Compare Task Results,2022-01-25 11:53:00+00:00
495,Coordinate with Assignment Group,2022-01-25 11:56:00+00:00
495,Submit results,2022-01-25 13:02:00+00:00
486,First download of assignment,2022-01-25 07:30:00+00:00
486,Revisit PM Exercise in Moodle,2022-01-25 11:56:00+00:00
486,Coordinate with Assignment Group,2022-01-25 13:12:00+00:00
486,Solve tasks together,2022-01-25 14:00:00+00:00
486,Recheck/Compare Task Results,2022-01-25 14:08:00+00:00
486,Submit results,2022-01-25 14:17:00+00:00
491,First download of assignment,2022-01-25 07:30:00+00:00
491,Revisit PM Exercise in Moodle,2022-01-25 13:51:00+00:00
491,Solve tasks together,2022-01-25 14:10:00+00:00
491,Recheck/Compare Task Results,2022-01-25 14:17:00+00:00
491,Coordinate with Assignment Group,2022-01-25 14:30:00+00:00
491,Submit results,2022-01-25 14:30:00+00:00
489,First download of assignment,2022-01-25 07:30:00+00:00
489,Revisit PM Exercise in Moodle,2022-01-25 14:02:00+00:00
489,Coordinate with Assignment Group,2022-01-25 14:36:00+00:00
489,Solve tasks together,2022-01-25 14:52:00+00:00
489,Recheck/Compare Task Results,2022-01-25 14:59:00+00:00
489,Submit results,2022-01-25 15:04:00+00:00
484,First download of assignment,2022-01-25 07:30:00+00:00
484,Revisit PM Exercise in Moodle,2022-01-25 14:04:00+00:00
484,Solve tasks together,2022-01-25 14:18:00+00:00
484,Recheck/Compare Task Results,2022-01-25 14:28:00+00:00
484,Coordinate with Assignment Group,2022-01-25 14:39:00+00:00
484,Submit results,2022-01-25 14:39:00+00:00
487,First download of assignment,2022-01-25 07:30:00+00:00
487,Revisit PM Exercise in Moodle,2022-01-25 14:29:00+00:00
487,Coordinate with Assignment Group,2022-01-25 14:44:00+00:00
487,Solve tasks individually,2022-01-25 15:03:00+00:00
487,Recheck/Compare Task Results,2022-01-25 15:11:00+00:00
487,Redo Task(s),2022-01-25 15:18:00+00:00
487,Solve tasks individually,2022-01-25 15:28:00+00:00
487,Recheck/Compare Task Results,2022-01-25 15:33:00+00:00
487,Submit results,2022-01-25 15:39:00+00:00
494,First download of assignment,2022-01-25 07:30:00+00:00
494,Revisit PM Exercise in Moodle,2022-01-25 14:39:00+00:00
494,Coordinate with Assignment Group,2022-01-25 15:04:00+00:00
494,Solve tasks together,2022-01-25 15:40:00+00:00
494,Recheck/Compare Task Results,2022-01-25 15:46:00+00:00
494,Submit results,2022-01-25 15:56:00+00:00
490,First download of assignment,2022-01-25 07:30:00+00:00
490,Revisit PM Exercise in Moodle,2022-01-25 15:03:00+00:00
490,Solve tasks together,2022-01-25 15:26:00+00:00
490,Recheck/Compare Task Results,2022-01-25 15:33:00+00:00
490,Submit results,2022-01-25 15:52:00+00:00
490,Coordinate with Assignment Group,2022-01-25 15:52:00+00:00
479,First download of assignment,2022-01-25 07:30:00+00:00
479,Revisit PM Exercise in Moodle,2022-01-25 15:45:00+00:00
479,Solve tasks together,2022-01-25 16:07:00+00:00
479,Coordinate with Assignment Group,2022-01-25 16:13:00+00:00
479,Recheck/Compare Task Results,2022-01-25 16:14:00+00:00
479,Submit results,2022-01-25 16:19:00+00:00
492,First download of assignment,2022-01-25 07:30:00+00:00
492,Revisit PM Exercise in Moodle,2022-01-25 16:23:00+00:00
492,Coordinate with Assignment Group,2022-01-25 16:39:00+00:00
492,Solve tasks together,2022-01-25 16:43:00+00:00
492,Recheck/Compare Task Results,2022-01-25 16:52:00+00:00
492,Submit results,2022-01-25 16:58:00+00:00
480,First download of assignment,2022-01-25 07:30:00+00:00
480,Revisit PM Exercise in Moodle,2022-01-25 16:46:00+00:00
480,Coordinate with Assignment Group,2022-01-25 17:11:00+00:00
480,Solve tasks individually,2022-01-25 17:19:00+00:00
480,Recheck/Compare Task Results,2022-01-25 17:28:00+00:00
480,Submit results,2022-01-25 17:38:00+00:00
481,First download of assignment,2022-01-25 07:30:00+00:00
481,Revisit PM Exercise in Moodle,2022-01-25 16:50:00+00:00
481,Solve tasks together,2022-01-25 17:02:00+00:00
481,Recheck/Compare Task Results,2022-01-25 17:08:00+00:00
481,Coordinate with Assignment Group,2022-01-25 17:32:00+00:00
481,Submit results,2022-01-25 17:32:00+00:00
498,First download of assignment,2022-01-26 07:30:00+00:00
498,Revisit PM Exercise in Moodle,2022-01-26 09:47:00+00:00
498,Coordinate with Assignment Group,2022-01-26 10:02:00+00:00
498,Solve tasks together,2022-01-26 10:54:00+00:00
498,Recheck/Compare Task Results,2022-01-26 11:02:00+00:00
498,Submit results,2022-01-26 11:07:00+00:00
506,First download of assignment,2022-01-26 07:30:00+00:00
506,Revisit PM Exercise in Moodle,2022-01-26 10:47:00+00:00
506,Coordinate with Assignment Group,2022-01-26 11:23:00+00:00
506,Solve tasks individually,2022-01-26 11:26:00+00:00
506,Recheck/Compare Task Results,2022-01-26 11:32:00+00:00
506,Submit results,2022-01-26 11:39:00+00:00
513,First download of assignment,2022-01-26 07:30:00+00:00
513,Revisit PM Exercise in Moodle,2022-01-26 10:51:00+00:00
513,Solve tasks individually,2022-01-26 11:09:00+00:00
513,Recheck/Compare Task Results,2022-01-26 11:19:00+00:00
513,Submit results,2022-01-26 11:34:00+00:00
513,Coordinate with Assignment Group,2022-01-26 11:34:00+00:00
517,First download of assignment,2022-01-26 07:30:00+00:00
517,Revisit PM Exercise in Moodle,2022-01-26 10:56:00+00:00
517,Solve tasks individually,2022-01-26 11:11:00+00:00
517,Recheck/Compare Task Results,2022-01-26 11:20:00+00:00
517,Coordinate with Assignment Group,2022-01-26 11:22:00+00:00
517,Redo Task(s),2022-01-26 11:25:00+00:00
517,Solve tasks individually,2022-01-26 11:30:00+00:00
517,Recheck/Compare Task Results,2022-01-26 11:35:00+00:00
517,Redo Task(s),2022-01-26 11:44:00+00:00
517,Solve tasks individually,2022-01-26 11:56:00+00:00
517,Recheck/Compare Task Results,2022-01-26 13:04:00+00:00
517,Submit results,2022-01-26 13:13:00+00:00
505,First download of assignment,2022-01-26 07:30:00+00:00
505,Revisit PM Exercise in Moodle,2022-01-26 11:00:00+00:00
505,Coordinate with Assignment Group,2022-01-26 11:25:00+00:00
505,Solve tasks individually,2022-01-26 11:39:00+00:00
505,Recheck/Compare Task Results,2022-01-26 11:45:00+00:00
505,Submit results,2022-01-26 11:53:00+00:00
497,First download of assignment,2022-01-26 07:30:00+00:00
497,Revisit PM Exercise in Moodle,2022-01-26 11:07:00+00:00
497,Coordinate with Assignment Group,2022-01-26 11:32:00+00:00
497,Solve tasks individually,2022-01-26 11:38:00+00:00
497,Recheck/Compare Task Results,2022-01-26 11:48:00+00:00
497,Submit results,2022-01-26 11:53:00+00:00
500,First download of assignment,2022-01-26 07:30:00+00:00
500,Revisit PM Exercise in Moodle,2022-01-26 11:19:00+00:00
500,Coordinate with Assignment Group,2022-01-26 11:37:00+00:00
500,Solve tasks together,2022-01-26 11:51:00+00:00
500,Recheck/Compare Task Results,2022-01-26 11:56:00+00:00
500,Submit results,2022-01-26 13:04:00+00:00
515,First download of assignment,2022-01-26 07:30:00+00:00
515,Revisit PM Exercise in Moodle,2022-01-26 11:31:00+00:00
515,Solve tasks together,2022-01-26 13:10:00+00:00
515,Coordinate with Assignment Group,2022-01-26 13:12:00+00:00
515,Recheck/Compare Task Results,2022-01-26 13:19:00+00:00
515,Submit results,2022-01-26 13:27:00+00:00
496,First download of assignment,2022-01-26 07:30:00+00:00
496,Revisit PM Exercise in Moodle,2022-01-26 13:47:00+00:00
496,Solve tasks individually,2022-01-26 14:01:00+00:00
496,Recheck/Compare Task Results,2022-01-26 14:07:00+00:00
496,Coordinate with Assignment Group,2022-01-26 14:28:00+00:00
496,Submit results,2022-01-26 14:28:00+00:00
509,First download of assignment,2022-01-26 07:30:00+00:00
509,Revisit PM Exercise in Moodle,2022-01-26 15:25:00+00:00
509,Solve tasks individually,2022-01-26 15:36:00+00:00
509,Recheck/Compare Task Results,2022-01-26 15:41:00+00:00
509,Coordinate with Assignment Group,2022-01-26 16:12:00+00:00
509,Submit results,2022-01-26 16:12:00+00:00
511,First download of assignment,2022-01-26 07:30:00+00:00
511,Revisit PM Exercise in Moodle,2022-01-26 15:35:00+00:00
511,Solve tasks together,2022-01-26 15:50:00+00:00
511,Recheck/Compare Task Results,2022-01-26 16:00:00+00:00
511,Coordinate with Assignment Group,2022-01-26 16:04:00+00:00
511,Submit results,2022-01-26 16:08:00+00:00
